Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Примаченко,Ганна,Андріївна,Жіноча,21/08/1938,Кур'єр,селище Буринь,"узвіз Шоста, буд. 83, Амвросіївка, 54131",+380 21 137-72-15,volodymyr83@example.com
Шелест,Богдан,Андрійович,Чоловіча,02/03/1980,Єгер,селище Решетилівка,"провулок Лиманчик 2-й Лінія 2-га, буд. 730, Борислав, 45194",+380 88 196 23 73,emiliia54@example.org
Колісниченко,Ростислав,Васильович,Чоловіча,28/01/1958,Антрополог,місто Тлумач,"провулок Висока, буд. 75, Шепетівка, 74402",075 027-59-06,lizaievtushenko@example.org
Масоха,Одарка,Олександрівна,Жіноча,16/09/2002,Маркетолог,село Перевальськ,"парк Церковна, буд. 80 кв. 4, Кременець, 72746",097 592 74 80,varfolomiiderehus@example.org
Атрощенко,Сніжана,Андріївна,Жіноча,17/07/1986,Льотчик,село Волочиськ,"площа Хімічний 2-й, буд. 8 кв. 44, Енергодар, 47193",+380 72 933-82-12,halyna65@example.com
Баран,Арсен,Олександрівна,Чоловіча,01/04/1948,Державний службовець,село Липовець,"провулок Лугова, буд. 3 кв. 6, Чернівці, 30803",+380 (21) 376-72-05,klesyk@example.org
Голик,Ілля,Васильович,Чоловіча,08/01/1963,Музикант,хутір Ічня,"узвіз Баркасний, буд. 979 кв. 5, Брянка, 32026",+380 05 908-17-77,sofiia31@example.com
Сагаль,Охрім,Олексійович,Чоловіча,16/10/2004,Актор,село Синельникове,"парк Пересипська 1-ша, буд. 1, Сновськ, 37881",+380 34 527-08-33,itkach@example.org
Кармалюк,Остап,Іванівна,Чоловіча,24/03/1961,Пекар,селище Саки ,"набережна Лядова, буд. 353, Курахове, 94811",+380 (00) 736-36-22,jmiroshnychenko@example.com
Данилюк,Азар,Іванівна,Чоловіча,19/10/1986,Мистецтвознавець,селище Чортків,"шосе Водопровідна, буд. 461 кв. 886, Белз, 18994",824 05 25,grebryk@example.com
Андрійчук,Богданна,Петрович,Жіноча,26/05/1956,Біолог,село Часів Яр,"проспект Нова, буд. 633 кв. 33, Олевськ, 07892",058 756 30 14,mykhailo46@example.com
Безбородьки,Прохір,Васильович,Чоловіча,20/11/1969,Професор,селище Болград,"площа Історія Футболу, буд. 271 кв. 5, Миронівка, 12558",+380 57 782-92-14,kisaienko@example.net
Андрієнко,Ірена,Андрійович,Жіноча,23/02/2004,Фольклорист,селище Біляївка,"сквер Марсельська, буд. 2 кв. 97, Канів, 88240",785-89-63,vdovenkoamaliia@example.org
Скоробогатько,Златослава,Петрівна,Жіноча,08/01/1958,Громадський діяч,селище Дубровиця,"парк Мацієвської, буд. 90, Кролевець, 66722",+380 66 599-30-48,tverdokhlibiukhym@example.net
Яремчук,Наталія,Петрівна,Жіноча,31/08/1943,Фольклорист,хутір Голубівка,"проспект Дачний, буд. 78, Березань , 23758",+380 46 457-72-18,sirobabamakar@example.org
Лисенко,Тимофій,Олександрівна,Чоловіча,05/01/1949,Секретар,село Часів Яр,"набережна Вітчизняна, буд. 621, Новояворівськ, 21726",+380 91 903-00-45,hrytsenkovolodymyra@example.net
Комар,Руслан,Іванович,Чоловіча,13/05/1981,Архітектор,хутір Свалява,"набережна Чорноморський 9-й, буд. 40 кв. 3, Хмельницький, 97525",541 10 87,priskatymchuk@example.net
Баклан,Володимир,Андрійович,Чоловіча,02/09/1952,Адвокат,селище Саки ,"провулок Романа Кармена, буд. 213, Ровеньки, 81266",+380 (87) 690-49-55,stepan12@example.net
Баранник,Галина,Олексійович,Жіноча,25/03/2007,Інженер,село Ланівці,"узвіз Державіна, буд. 997, Хирів, 51496",+380 08 249 80 17,tbabii@example.com
Данчук,Вікторія,Олександрівна,Жіноча,05/11/1941,Мірошник,місто Глухів,"набережна Цимлянська, буд. 856 кв. 97, Зеленодольськ, 10069",+380 (53) 892-97-72,heorhiichubai@example.org
Теліженко,Назар,Василівна,Чоловіча,21/08/1968,Мірошник,селище Ананьїв,"провулок Запорізька, буд. 445, Кальміуське, 56645",+380 79 994 86 34,myroniurchuk@example.net
Панчук,Юстина,Олексійович,Жіноча,07/07/1997,Маркетолог,хутір Петрово-Красносілля,"провулок Небесної Сотні, буд. 45, Харків, 91824",+380 (98) 106-49-61,bohdandankiv@example.org
Вдовенко,Лариса,Андріївна,Жіноча,20/10/1966,Інженер,хутір Борзна,"парк Пересипська 8-ма, буд. 6, Коростишів, 95780",+380 35 081 69 51,umazepa@example.net
Лаба,Опанас,Петрівна,Чоловіча,02/10/1968,Науковець,село Федорівка,"парк Восьмого березня 8-й, буд. 299 кв. 51, Новодністровськ, 48417",+380 15 762 09 66,avramenkopanas@example.com
Гайдай,Назар,Іванівна,Чоловіча,12/08/1975,Ювелір,селище Батурин,"провулок Хімічний 2-й, буд. 77 кв. 0, Путивль, 39728",+380 58 968-26-48,larysapetryk@example.net
Орлик,Софія,Іванівна,Жіноча,12/01/2002,Нотаріус,селище Вашківці,"набережна Естафетна, буд. 9, Люботин, 26506",+380 85 376-70-96,mykytashvaika@example.org
Баклан,Василина,Андрійович,Жіноча,03/08/1952,Фольклорист,село Рожище,"шосе Семінарська, буд. 859 кв. 1, Тернопіль, 66963",137-04-38,heorhiihuzenko@example.org
Атрощенко,Василь,Васильович,Чоловіча,27/06/1991,Кінокритик,селище Зугрес,"парк Бібліотечна, буд. 16 кв. 91, Овруч, 90050",+380 60 630 04 72,tymofiiudovenko@example.org
Ґжицький,Лариса,Петрівна,Жіноча,08/03/1980,Стиліст,село Долина ,"парк Олександра Вронського, буд. 0 кв. 0, Дружківка, 03017",+380 04 774-34-79,zynovii01@example.org
Базавлученко,Дарина,Петрівна,Жіноча,13/01/1974,Співак,село Дніпрорудне,"набережна Бокаріуса Миколи, буд. 6, Золотоноша, 61493",026-35-57,lestsiutsiura@example.com
Юхименко,Василина,Андріївна,Жіноча,22/10/1997,Няня,місто Алупка,"вулиця Маршала Бабаджаняна, буд. 05 кв. 1, Славута, 20652",494-19-51,babychenkoroman@example.com
Гоголь,Одарка,Васильович,Жіноча,09/04/1962,Клоун,місто Білопілля,"узвіз Олександра Невського 1-й, буд. 78 кв. 19, Щолкіне, 54532",120 49 22,okseniia92@example.net
Ісаєнко,Святослав,Петрович,Чоловіча,17/06/1995,Модельєр,село Баранівка,"сквер Поперечний, буд. 245 кв. 9, Бердичів, 63946",093 526-91-35,dmytro17@example.org
Доценко,Нестор,Петрович,Чоловіча,17/06/1963,Гінеколог,селище П'ятихатки,"шосе Перша, буд. 3, Молочанськ, 12789",+380 (15) 845-49-96,kolesnychenkovalerii@example.net
Даньків,Альберт,Василівна,Чоловіча,08/12/1954,Гірничий інженер,селище Маріуполь,"узвіз Восьмого березня 6-й, буд. 99 кв. 2, Христинівка, 66049",+380 18 459-48-38,sandriienko@example.com
Чуприна,Аарон,Василівна,Чоловіча,21/05/1955,Електромонтажник,місто Жидачів,"площа Моторна, буд. 8 кв. 6, Зимогір'я, 84966",714-64-71,davdieienko@example.net
Петрик,Макар,Андрійович,Чоловіча,10/09/2005,Медик,місто Білицьке,"проспект Дюківський сад, буд. 8 кв. 17, Рогатин, 51676",+380 69 054 42 52,kakymenko@example.org
Єщенко,Степан,Петрович,Чоловіча,06/04/1976,Ювелір,селище Судак ,"шосе Артезіанська, буд. 087, Чугуїв, 76197",+380 03 029-52-43,sshelest@example.org
Гузь,Адам,Василівна,Чоловіча,13/04/1989,Парфюмер,селище Чернігів,"шосе Кісельова Ігоря, буд. 0 кв. 806, Ясинувата, 88289",509-01-86,urudko@example.org
Алексюк,Василь,Іванович,Чоловіча,29/03/1950,Хімік,селище Броди,"вулиця Банний, буд. 4, Київ, 75499",735-80-71,orestsheremet@example.org
